timestamp,relative_humidity
2018-02-04 21:13:49,44.2
2018-02-04 21:45:34,44.2
2018-02-07 22:45:41,48.5
2018-02-07 22:46:43,48.5
2018-02-07 22:54:48,48.5
2018-02-07 22:55:49,48.5
2018-02-07 22:56:51,48.5
2018-02-07 22:57:53,48.5
2018-02-07 23:30:42,48.5
2018-02-08 00:00:23,48.1
2018-02-08 00:30:26,50.8
2018-02-08 01:00:25,53.8
2018-02-08 01:30:12,53.3
2018-02-08 02:00:14,53.7
2018-02-08 02:30:28,53.8
2018-02-08 03:00:26,56.1
2018-02-08 03:30:22,59.7
2018-02-08 04:00:26,62.0
2018-02-08 04:30:13,64.7
2018-02-08 05:00:27,67.9
2018-02-08 05:30:19,69.8
2018-02-08 06:00:27,69.3
2018-02-08 06:30:13,63.9
2018-02-08 07:00:31,64.1
2018-02-08 07:30:26,64.0
2018-02-08 08:00:49,67.5
2018-02-08 08:30:19,64.1
2018-02-08 09:00:24,61.0
2018-02-08 09:30:27,58.3
2018-02-08 10:00:28,52.2
2018-02-08 10:30:15,52.5
2018-02-08 11:00:09,46.6
2018-02-08 11:30:24,48.5
2018-02-08 12:00:37,52.2
2018-02-08 12:30:38,51.9
2018-02-08 13:00:13,51.9
2018-02-08 13:30:20,52.0
2018-02-08 14:01:40,51.8
2018-02-08 14:30:20,51.5
2018-02-08 15:00:21,49.1
2018-02-08 15:31:04,51.5
2018-02-08 16:00:29,51.3
2018-02-08 16:30:12,51.2
2018-02-08 17:00:07,50.6
2018-02-08 17:30:12,49.5
2018-02-08 18:00:12,48.9
2018-02-08 18:30:25,45.8
2018-02-08 19:00:12,43.8
2018-02-08 19:30:38,45.4
2018-02-08 20:00:25,47.2
2018-02-08 20:30:33,49.8
2018-02-08 21:00:13,49.3
2018-02-08 21:31:58,48.9
2018-02-08 22:00:33,48.5
2018-02-08 22:30:18,48.7
2018-02-08 23:00:21,48.8
2018-02-08 23:30:16,48.8
2018-02-09 00:00:26,48.7
2018-02-09 00:30:11,48.5
2018-02-09 01:00:31,48.4
2018-02-09 01:30:21,48.4
2018-02-09 02:00:24,48.2
2018-02-09 02:30:16,48.1
2018-02-09 03:00:11,47.8
2018-02-09 03:30:29,47.8
2018-02-09 04:00:18,47.6
2018-02-09 04:30:20,47.6
2018-02-09 05:00:26,47.6
2018-02-09 05:30:28,47.5
2018-02-09 06:00:18,47.3
2018-02-09 06:30:23,47.4
2018-02-09 07:00:10,47.3
2018-02-09 07:30:23,49.6
2018-02-09 08:00:18,48.2
2018-02-09 08:30:26,49.7
2018-02-09 09:00:18,47.8
2018-02-09 09:30:11,47.8
2018-02-09 10:00:21,48.0
2018-02-09 10:30:16,42.0
2018-02-09 11:00:16,42.3
2018-02-09 11:30:26,41.7
2018-02-09 12:00:19,39.4
2018-02-09 12:30:19,38.8
2018-02-09 13:00:11,37.9
2018-02-09 13:30:14,36.8
2018-02-09 14:00:14,39.0
2018-02-09 14:30:19,40.1
2018-02-09 15:00:20,42.5
2018-02-09 15:30:18,42.4
2018-02-09 16:00:18,42.4
2018-02-09 16:30:13,43.1
2018-02-09 17:00:23,46.7
2018-02-09 17:30:23,48.3
2018-02-09 18:00:13,48.3
2018-02-09 18:30:31,48.4
2018-02-09 19:00:28,48.4
2018-02-09 19:30:15,48.5
2018-02-09 20:00:10,48.5
2018-02-09 20:30:26,48.6
2018-02-09 21:00:18,48.7
2018-02-09 21:30:21,48.7
2018-02-09 22:00:32,48.9
2018-02-09 22:30:24,49.0
2018-02-09 23:00:22,49.0
2018-02-09 23:30:27,49.0
2018-02-10 00:00:37,48.9
2018-02-10 00:30:17,49.0
2018-02-10 01:00:15,48.8
2018-02-10 01:30:20,48.8
2018-02-10 02:00:12,48.7
2018-02-10 02:30:15,48.7
2018-02-10 03:00:13,48.7
2018-02-10 03:30:10,48.8
2018-02-10 04:00:23,48.7
2018-02-10 04:30:24,48.8
2018-02-10 05:00:08,48.9
2018-02-10 05:30:18,49.8
2018-02-10 06:00:18,51.9
2018-02-10 06:30:21,52.4
2018-02-10 07:00:20,52.5
2018-02-10 07:30:18,52.2
2018-02-10 08:00:19,51.9
2018-02-10 08:30:13,51.8
2018-02-10 09:00:30,51.3
2018-02-10 09:30:22,49.2
2018-02-10 10:00:15,49.6
2018-02-10 10:30:17,45.0
2018-02-10 11:00:28,43.8
2018-02-10 11:30:26,44.0
2018-02-10 12:00:28,44.5
2018-02-10 12:30:23,37.9
2018-02-10 13:00:34,37.8
2018-02-10 13:30:29,37.9
2018-02-10 14:00:34,37.7
2018-02-10 14:30:34,39.3
2018-02-10 15:00:37,41.2
2018-02-10 15:30:58,43.0
2018-02-10 16:00:40,42.1
2018-02-10 16:30:25,43.5
2018-02-10 17:00:38,44.4
2018-02-10 17:30:43,44.8
2018-02-10 18:00:48,47.8
2018-02-10 18:30:49,45.5
2018-02-10 19:00:38,45.5
2018-02-10 19:31:09,46.6
2018-02-10 20:00:53,47.0
2018-02-10 20:30:25,46.8
2018-02-10 21:00:38,46.8
2018-02-10 21:30:38,46.9
2018-02-10 22:00:38,47.0
2018-02-10 22:30:38,47.1
2018-02-10 23:00:25,47.3
2018-02-10 23:30:15,49.0
2018-02-11 00:00:20,50.4
2018-02-11 00:30:28,48.8
2018-02-11 01:00:38,50.0
